id,threads,time,n,O3,OpenMP,source
gemmht5vgjcgel7ew76a,8,0.164007,1024,1,0,gemm
gemm6ud7mk9lkvfzu0gy,1,23.507627,4096,1,0,gemm
gemm6ud7mk9lkvfzu0gy,1,23.353533,4096,1,0,gemm
gemm6ud7mk9lkvfzu0gy,1,23.554867,4096,1,0,gemm
gemm6ud7mk9lkvfzu0gy,1,23.282135,4096,1,0,gemm
gemm6ud7mk9lkvfzu0gy,1,23.731128,4096,1,0,gemm
gemm6ud7mk9lkvfzu0gy,1,23.24146,4096,1,0,gemm
gemm6ud7mk9lkvfzu0gy,1,23.242607,4096,1,0,gemm
gemm6ud7mk9lkvfzu0gy,1,23.372912,4096,1,0,gemm
gemm6ud7mk9lkvfzu0gy,1,23.288708,4096,1,0,gemm
gemm6ud7mk9lkvfzu0gy,1,23.360523,4096,1,0,gemm
gemm6ud7mk9lkvfzu0gy,2,23.671826,4096,1,0,gemm
gemm6ud7mk9lkvfzu0gy,2,23.644773,4096,1,0,gemm
gemm6ud7mk9lkvfzu0gy,2,24.109761,4096,1,0,gemm
gemm6ud7mk9lkvfzu0gy,2,23.751669,4096,1,0,gemm
gemm6ud7mk9lkvfzu0gy,2,23.242115,4096,1,0,gemm
gemm6ud7mk9lkvfzu0gy,2,23.126301,4096,1,0,gemm
gemm6ud7mk9lkvfzu0gy,2,23.169236,4096,1,0,gemm
gemm6ud7mk9lkvfzu0gy,2,23.160423,4096,1,0,gemm
gemm6ud7mk9lkvfzu0gy,2,23.102125,4096,1,0,gemm
gemm6ud7mk9lkvfzu0gy,2,23.13462,4096,1,0,gemm
gemm6ud7mk9lkvfzu0gy,3,23.091221,4096,1,0,gemm
gemm6ud7mk9lkvfzu0gy,3,23.163986,4096,1,0,gemm
gemm6ud7mk9lkvfzu0gy,3,23.39656,4096,1,0,gemm
gemm6ud7mk9lkvfzu0gy,3,23.232624,4096,1,0,gemm
gemm6ud7mk9lkvfzu0gy,3,23.082063,4096,1,0,gemm
gemm6ud7mk9lkvfzu0gy,3,23.043811,4096,1,0,gemm
gemm6ud7mk9lkvfzu0gy,3,23.126159,4096,1,0,gemm
gemm6ud7mk9lkvfzu0gy,3,23.088103,4096,1,0,gemm
gemm6ud7mk9lkvfzu0gy,3,23.105811,4096,1,0,gemm
gemm6ud7mk9lkvfzu0gy,3,23.119986,4096,1,0,gemm
gemm6ud7mk9lkvfzu0gy,4,23.109462,4096,1,0,gemm
gemm6ud7mk9lkvfzu0gy,4,23.090718,4096,1,0,gemm
gemm6ud7mk9lkvfzu0gy,4,23.114633,4096,1,0,gemm
gemm6ud7mk9lkvfzu0gy,4,23.077741,4096,1,0,gemm
gemm6ud7mk9lkvfzu0gy,4,23.113764,4096,1,0,gemm
gemm6ud7mk9lkvfzu0gy,4,23.100034,4096,1,0,gemm
gemm6ud7mk9lkvfzu0gy,4,23.063842,4096,1,0,gemm
gemm6ud7mk9lkvfzu0gy,4,23.091661,4096,1,0,gemm
gemm6ud7mk9lkvfzu0gy,4,23.147452,4096,1,0,gemm
gemm6ud7mk9lkvfzu0gy,4,23.330094,4096,1,0,gemm
gemm6ud7mk9lkvfzu0gy,5,23.146631,4096,1,0,gemm
gemm6ud7mk9lkvfzu0gy,5,23.111013,4096,1,0,gemm
gemm6ud7mk9lkvfzu0gy,5,23.100349,4096,1,0,gemm
gemm6ud7mk9lkvfzu0gy,5,23.206013,4096,1,0,gemm
gemm6ud7mk9lkvfzu0gy,5,23.175103,4096,1,0,gemm
gemm6ud7mk9lkvfzu0gy,5,23.28791,4096,1,0,gemm
gemm6ud7mk9lkvfzu0gy,5,23.326356,4096,1,0,gemm
gemm6ud7mk9lkvfzu0gy,5,23.198628,4096,1,0,gemm
gemm6ud7mk9lkvfzu0gy,5,23.457481,4096,1,0,gemm
gemm6ud7mk9lkvfzu0gy,5,23.305335,4096,1,0,gemm
gemm6ud7mk9lkvfzu0gy,6,23.406117,4096,1,0,gemm
gemm6ud7mk9lkvfzu0gy,6,23.232137,4096,1,0,gemm
gemm6ud7mk9lkvfzu0gy,6,23.160865,4096,1,0,gemm
gemm6ud7mk9lkvfzu0gy,6,23.162545,4096,1,0,gemm
gemm6ud7mk9lkvfzu0gy,6,23.17932,4096,1,0,gemm
gemm6ud7mk9lkvfzu0gy,6,23.145806,4096,1,0,gemm
gemm6ud7mk9lkvfzu0gy,6,23.2527,4096,1,0,gemm
gemm6ud7mk9lkvfzu0gy,6,23.136483,4096,1,0,gemm
gemm6ud7mk9lkvfzu0gy,6,23.119281,4096,1,0,gemm
gemm6ud7mk9lkvfzu0gy,6,23.146372,4096,1,0,gemm
gemm6ud7mk9lkvfzu0gy,7,23.132581,4096,1,0,gemm
gemm6ud7mk9lkvfzu0gy,7,23.200313,4096,1,0,gemm
gemm6ud7mk9lkvfzu0gy,7,23.103804,4096,1,0,gemm
gemm6ud7mk9lkvfzu0gy,7,23.18776,4096,1,0,gemm
gemm6ud7mk9lkvfzu0gy,7,23.448945,4096,1,0,gemm
gemm6ud7mk9lkvfzu0gy,7,23.464302,4096,1,0,gemm
gemm6ud7mk9lkvfzu0gy,7,23.417827,4096,1,0,gemm
gemm6ud7mk9lkvfzu0gy,7,23.601415,4096,1,0,gemm
gemm6ud7mk9lkvfzu0gy,7,23.648233,4096,1,0,gemm
gemm6ud7mk9lkvfzu0gy,7,23.528299,4096,1,0,gemm
gemm6ud7mk9lkvfzu0gy,8,23.301323,4096,1,0,gemm
gemm6ud7mk9lkvfzu0gy,8,23.765659,4096,1,0,gemm
