id,threads,instr,cyc,stall_cyc,l1d_miss,l2d_acc,l2d_miss,l3_acc,dtlb_m,itlb_m,vec_sp,vec_dp,sp_op,dp_op,fp_scl_sin,fp_scl_dbl,lst_instr,source,n
gemm.openmp.papiezd17r8kx6cenjtg,7,10031504,3262976,409277,303250,81247,582493,582905,4729,27,0,2439048,0,4868616,0,9480,3678487,gemm.openmp.c,256
gemm.openmp.papiezd17r8kx6cenjtg,7,10031022,3292629,428715,302372,250978,574694,575150,4746,14,0,2439048,0,4868616,0,9480,3678417,gemm.openmp.c,256
gemm.openmp.papiezd17r8kx6cenjtg,7,10029970,3311893,444809,302370,247727,591003,591790,4731,28,0,2439048,0,4868616,0,9480,3678467,gemm.openmp.c,256
gemm.openmp.papiezd17r8kx6cenjtg,7,10030637,3290618,393156,303374,83429,592655,594268,4735,15,0,2439048,0,4868616,0,9480,3678431,gemm.openmp.c,256
gemm.openmp.papiezd17r8kx6cenjtg,7,10030175,3314691,447783,302404,246805,591214,589175,4747,17,0,2439048,0,4868616,0,9480,3678534,gemm.openmp.c,256
gemm.openmp.papiezd17r8kx6cenjtg,7,10031323,3246163,382751,303345,84199,586314,587969,4725,21,0,2439048,0,4868616,0,9480,3678618,gemm.openmp.c,256
gemm.openmp.papiezd17r8kx6cenjtg,7,10029969,3319099,468186,302501,247986,595758,589677,4715,19,0,2439048,0,4868616,0,9480,3678510,gemm.openmp.c,256
gemm.openmp.papiezd17r8kx6cenjtg,7,10029970,3244042,397432,302426,253999,588466,587408,4729,20,0,2439048,0,4868616,0,9480,3678387,gemm.openmp.c,256
gemm.openmp.papiezd17r8kx6cenjtg,8,8678263,2875158,364045,262501,68013,496795,497408,4200,19,0,2109448,0,4210696,0,8200,3182205,gemm.openmp.c,256
gemm.openmp.papiezd17r8kx6cenjtg,8,8678857,2881242,366720,262442,69079,519391,518245,4210,19,0,2109448,0,4210696,0,8200,3182061,gemm.openmp.c,256
gemm.openmp.papiezd17r8kx6cenjtg,8,8678500,2860224,367598,262448,68578,505216,505700,4217,17,0,2109448,0,4210696,0,8200,3182247,gemm.openmp.c,256
gemm.openmp.papiezd17r8kx6cenjtg,8,8676303,2873574,381836,262455,68037,515459,513608,4202,22,0,2109448,0,4210696,0,8200,3181855,gemm.openmp.c,256
gemm.openmp.papiezd17r8kx6cenjtg,8,8678719,2869926,351350,262472,70999,488987,487726,4197,21,0,2109448,0,4210696,0,8200,3182058,gemm.openmp.c,256
gemm.openmp.papiezd17r8kx6cenjtg,8,8679361,2881310,368283,262464,69428,499506,500616,4195,15,0,2109448,0,4210696,0,8200,3181847,gemm.openmp.c,256
gemm.openmp.papiezd17r8kx6cenjtg,8,8679152,2903236,364587,262435,68901,513741,514151,4211,16,0,2109448,0,4210696,0,8200,3182352,gemm.openmp.c,256
gemm.openmp.papiezd17r8kx6cenjtg,8,8677164,2853543,357967,262455,70761,485497,484848,4205,17,0,2109448,0,4210696,0,8200,3181854,gemm.openmp.c,256
gemm.openmp.papiezd17r8kx6cenjtg,8,8679725,2871806,361378,262541,69769,497556,496572,4204,19,0,2109448,0,4210696,0,8200,3181996,gemm.openmp.c,256
gemm.openmp.papiezd17r8kx6cenjtg,8,8678921,2889758,345895,262547,71981,484288,485387,4207,17,0,2109448,0,4210696,0,8200,3182346,gemm.openmp.c,256
gemm.openmp.papin8kf9o7eh0io1z66,1,8955912,2485484,9782,261405,53299,23784,24590,101,18,0,2121736,0,4227080,0,16392,3214595,gemm.openmp.c,128
gemm.openmp.papin8kf9o7eh0io1z66,1,8955911,2489524,25527,260507,259438,23211,23005,100,44,0,2121736,0,4227080,0,16392,3214594,gemm.openmp.c,128
gemm.openmp.papin8kf9o7eh0io1z66,1,8955911,2533660,30661,261433,54112,79262,77827,102,15,0,2121736,0,4227080,0,16392,3214594,gemm.openmp.c,128
gemm.openmp.papin8kf9o7eh0io1z66,1,8955911,2502130,24352,261115,54086,78862,83121,125,34,0,2121736,0,4227080,0,16392,3214594,gemm.openmp.c,128
gemm.openmp.papin8kf9o7eh0io1z66,1,8955912,2513151,55069,261459,54552,191940,193908,102,14,0,2121736,0,4227080,0,16392,3214594,gemm.openmp.c,128
gemm.openmp.papin8kf9o7eh0io1z66,1,8955912,2505780,32934,261452,53510,70634,70112,102,38,0,2121736,0,4227080,0,16392,3214594,gemm.openmp.c,128
gemm.openmp.papin8kf9o7eh0io1z66,1,8955912,2504281,52829,260509,251504,114985,114177,101,25,0,2121736,0,4227080,0,16392,3214595,gemm.openmp.c,128
gemm.openmp.papin8kf9o7eh0io1z66,1,8955912,2513862,40195,260903,54050,126526,127042,102,22,0,2121736,0,4227080,0,16392,3214594,gemm.openmp.c,128
gemm.openmp.papin8kf9o7eh0io1z66,1,8955912,2506780,50081,260380,250774,125738,125562,122,15,0,2121736,0,4227080,0,16392,3214594,gemm.openmp.c,128
gemm.openmp.papin8kf9o7eh0io1z66,1,8955911,2501833,35601,261203,54220,109801,108784,101,27,0,2121736,0,4227080,0,16392,3214594,gemm.openmp.c,128
gemm.openmp.papin8kf9o7eh0io1z66,2,4481845,1257531,18894,130215,127460,40036,39873,76,64,0,1060872,0,2113544,0,8200,1608426,gemm.openmp.c,128
gemm.openmp.papin8kf9o7eh0io1z66,2,4481201,1272767,14801,130881,27307,43034,42632,67,30,0,1060872,0,2113544,0,8200,1608359,gemm.openmp.c,128
gemm.openmp.papin8kf9o7eh0io1z66,2,4481550,1294182,19549,130294,127569,39712,40346,78,23,0,1060872,0,2113544,0,8200,1608392,gemm.openmp.c,128
gemm.openmp.papin8kf9o7eh0io1z66,2,4481739,1245736,5336,130826,28212,13490,12688,68,21,0,1060872,0,2113544,0,8200,1608434,gemm.openmp.c,128
gemm.openmp.papin8kf9o7eh0io1z66,2,4481058,1252485,6077,130854,27011,9260,9262,67,20,0,1060872,0,2113544,0,8200,1608434,gemm.openmp.c,128
gemm.openmp.papin8kf9o7eh0io1z66,2,4481417,1267223,18546,130666,27929,42122,40976,68,14,0,1060872,0,2113544,0,8200,1608430,gemm.openmp.c,128
gemm.openmp.papin8kf9o7eh0io1z66,2,4481389,1262069,20266,130290,127904,39248,40324,68,17,0,1060872,0,2113544,0,8200,1608440,gemm.openmp.c,128
gemm.openmp.papin8kf9o7eh0io1z66,2,4481481,1267003,22457,130643,28270,96552,95093,72,19,0,1060872,0,2113544,0,8200,1608440,gemm.openmp.c,128
gemm.openmp.papin8kf9o7eh0io1z66,2,4481725,1260630,16766,130346,128155,39921,39604,67,23,0,1060872,0,2113544,0,8200,1608378,gemm.openmp.c,128
gemm.openmp.papin8kf9o7eh0io1z66,2,4481838,1278393,17365,130405,128223,39378,37950,79,13,0,1060872,0,2113544,0,8200,1608450,gemm.openmp.c,128
gemm.openmp.papin8kf9o7eh0io1z66,3,3013814,871218,25873,87947,19040,48543,49903,57,11,0,712776,0,1420040,0,5512,1081495,gemm.openmp.c,128
gemm.openmp.papin8kf9o7eh0io1z66,3,3014164,854893,14925,87921,18706,48034,47436,56,22,0,712776,0,1420040,0,5512,1081562,gemm.openmp.c,128
gemm.openmp.papin8kf9o7eh0io1z66,3,3013646,857049,9582,87933,18867,27260,28004,55,22,0,712776,0,1420040,0,5512,1081545,gemm.openmp.c,128
gemm.openmp.papin8kf9o7eh0io1z66,3,3013709,858085,10709,87981,18698,29410,29864,55,23,0,712776,0,1420040,0,5512,1081592,gemm.openmp.c,128
gemm.openmp.papin8kf9o7eh0io1z66,3,3013422,857237,15221,87667,85655,28562,28664,55,29,0,712776,0,1420040,0,5512,1081570,gemm.openmp.c,128
gemm.openmp.papin8kf9o7eh0io1z66,3,3013695,855806,9653,87985,18674,29485,29887,55,16,0,712776,0,1420040,0,5512,1081578,gemm.openmp.c,128
gemm.openmp.papin8kf9o7eh0io1z66,3,3013779,859462,6648,87675,87656,10038,10027,55,41,0,712776,0,1420040,0,5512,1081580,gemm.openmp.c,128
gemm.openmp.papin8kf9o7eh0io1z66,3,3014206,862127,5688,87526,87532,8506,8569,55,30,0,712776,0,1420040,0,5512,1081578,gemm.openmp.c,128
gemm.openmp.papin8kf9o7eh0io1z66,3,3014059,890392,20706,87994,19257,47457,50900,55,18,0,712776,0,1420040,0,5512,1081543,gemm.openmp.c,128
gemm.openmp.papin8kf9o7eh0io1z66,3,3013863,853790,5304,87618,87700,8741,7904,55,17,0,712776,0,1420040,0,5512,1081610,gemm.openmp.c,128
gemm.openmp.papin8kf9o7eh0io1z66,4,2245057,657097,21292,65315,61636,48765,48924,51,19,0,530440,0,1056776,0,4104,805652,gemm.openmp.c,128
gemm.openmp.papin8kf9o7eh0io1z66,4,2246081,660464,25874,65494,14699,62683,62686,57,17,0,530440,0,1056776,0,4104,805710,gemm.openmp.c,128
gemm.openmp.papin8kf9o7eh0io1z66,4,2244861,718638,7097,65599,13934,8801,9734,50,17,0,530440,0,1056776,0,4104,805663,gemm.openmp.c,128
gemm.openmp.papin8kf9o7eh0io1z66,4,2244959,648120,9204,65583,14266,22475,22478,53,23,0,530440,0,1056776,0,4104,805698,gemm.openmp.c,128
gemm.openmp.papin8kf9o7eh0io1z66,4,2246836,646988,12911,65315,63991,21027,21122,51,14,0,530440,0,1056776,0,4104,805650,gemm.openmp.c,128
gemm.openmp.papin8kf9o7eh0io1z66,4,2244897,646807,5243,65673,14219,7795,7721,53,15,0,530440,0,1056776,0,4104,805641,gemm.openmp.c,128
gemm.openmp.papin8kf9o7eh0io1z66,4,2245457,644097,8319,65281,65107,9596,9635,51,20,0,530440,0,1056776,0,4104,805638,gemm.openmp.c,128
gemm.openmp.papin8kf9o7eh0io1z66,4,2245036,654789,6405,65249,65280,7694,7701,50,12,0,530440,0,1056776,0,4104,805694,gemm.openmp.c,128
gemm.openmp.papin8kf9o7eh0io1z66,4,2244931,644391,7483,65547,13717,8816,9820,51,20,0,530440,0,1056776,0,4104,805678,gemm.openmp.c,128
gemm.openmp.papin8kf9o7eh0io1z66,4,2244799,644734,10997,65315,64201,26153,23010,53,18,0,530440,0,1056776,0,4104,805676,gemm.openmp.c,128
gemm.openmp.papin8kf9o7eh0io1z66,5,1825396,532173,11958,53323,11868,26839,26784,49,21,0,430984,0,858632,0,3336,655215,gemm.openmp.c,128
gemm.openmp.papin8kf9o7eh0io1z66,5,1825886,531260,8029,53064,53104,8188,8073,48,22,0,430984,0,858632,0,3336,655231,gemm.openmp.c,128
gemm.openmp.papin8kf9o7eh0io1z66,5,1824925,525929,14761,53274,12011,36018,35861,48,21,0,430984,0,858632,0,3336,655232,gemm.openmp.c,128
gemm.openmp.papin8kf9o7eh0io1z66,5,1825599,529953,10762,53174,12022,18171,18266,48,16,0,430984,0,858632,0,3336,655300,gemm.openmp.c,128
gemm.openmp.papin8kf9o7eh0io1z66,5,1825579,545741,9571,53361,12100,25377,24838,49,20,0,430984,0,858632,0,3336,655267,gemm.openmp.c,128
gemm.openmp.papin8kf9o7eh0io1z66,5,1825382,535947,16756,53110,50381,36677,37671,48,43,0,430984,0,858632,0,3336,655264,gemm.openmp.c,128
gemm.openmp.papin8kf9o7eh0io1z66,5,1825705,528833,4735,53299,11737,7004,6982,48,30,0,430984,0,858632,0,3336,655244,gemm.openmp.c,128
gemm.openmp.papin8kf9o7eh0io1z66,5,1825977,533079,14317,53316,11897,35496,35826,48,16,0,430984,0,858632,0,3336,655228,gemm.openmp.c,128
gemm.openmp.papin8kf9o7eh0io1z66,5,1825907,538679,11316,53325,11683,30084,30068,50,16,0,430984,0,858632,0,3336,655219,gemm.openmp.c,128
gemm.openmp.papin8kf9o7eh0io1z66,5,1825746,529792,7726,53125,53192,8176,8211,49,17,0,430984,0,858632,0,3336,655225,gemm.openmp.c,128
gemm.openmp.papin8kf9o7eh0io1z66,6,1546390,457511,6626,45019,45148,7274,7257,46,22,0,364680,0,726536,0,2824,554984,gemm.openmp.c,128
gemm.openmp.papin8kf9o7eh0io1z66,6,1545984,461018,13126,44984,43363,22887,22942,47,20,0,364680,0,726536,0,2824,554905,gemm.openmp.c,128
gemm.openmp.papin8kf9o7eh0io1z66,6,1546061,457297,5645,45174,9933,7560,8512,73,16,0,364680,0,726536,0,2824,555038,gemm.openmp.c,128
gemm.openmp.papin8kf9o7eh0io1z66,6,1546145,457997,10140,45006,44242,15656,15869,46,17,0,364680,0,726536,0,2824,554973,gemm.openmp.c,128
gemm.openmp.papin8kf9o7eh0io1z66,6,1546215,453171,12897,44969,43219,28050,27406,47,18,0,364680,0,726536,0,2824,554987,gemm.openmp.c,128
gemm.openmp.papin8kf9o7eh0io1z66,6,1546334,450640,6202,45018,45065,7418,7351,47,13,0,364680,0,726536,0,2824,554998,gemm.openmp.c,128
gemm.openmp.papin8kf9o7eh0io1z66,6,1547174,450465,7795,45284,10187,16556,16574,46,16,0,364680,0,726536,0,2824,555030,gemm.openmp.c,128
gemm.openmp.papin8kf9o7eh0io1z66,6,1546082,451637,7526,45294,10036,17140,17047,47,13,0,364680,0,726536,0,2824,554988,gemm.openmp.c,128
gemm.openmp.papin8kf9o7eh0io1z66,6,1548091,462483,9946,45227,10291,27369,27486,46,16,0,364680,0,726536,0,2824,554907,gemm.openmp.c,128
gemm.openmp.papin8kf9o7eh0io1z66,6,1546271,460435,12909,45202,10112,31122,31427,46,27,0,364680,0,726536,0,2824,554982,gemm.openmp.c,128
gemm.openmp.papin8kf9o7eh0io1z66,7,1336740,417921,10340,39085,9133,21638,21670,45,30,0,314952,0,627464,0,2440,479763,gemm.openmp.c,128
gemm.openmp.papin8kf9o7eh0io1z66,7,1336551,403235,6119,39098,8670,7932,7912,49,22,0,314952,0,627464,0,2440,479851,gemm.openmp.c,128
gemm.openmp.papin8kf9o7eh0io1z66,7,1336915,395532,8744,39102,8593,15038,15110,44,24,0,314952,0,627464,0,2440,480027,gemm.openmp.c,128
gemm.openmp.papin8kf9o7eh0io1z66,7,1337741,396713,5705,39095,8772,8639,8688,44,37,0,314952,0,627464,0,2440,479859,gemm.openmp.c,128
gemm.openmp.papin8kf9o7eh0io1z66,7,1336621,394683,8026,39096,8917,18800,18969,47,22,0,314952,0,627464,0,2440,480039,gemm.openmp.c,128
gemm.openmp.papin8kf9o7eh0io1z66,7,1337132,402959,10057,39096,8964,27200,27096,44,38,0,314952,0,627464,0,2440,479796,gemm.openmp.c,128
gemm.openmp.papin8kf9o7eh0io1z66,7,1336684,405357,17301,39107,8658,42153,41867,44,22,0,314952,0,627464,0,2440,479865,gemm.openmp.c,128
gemm.openmp.papin8kf9o7eh0io1z66,7,1337216,436626,8200,39124,8944,15249,16459,44,22,0,314952,0,627464,0,2440,479880,gemm.openmp.c,128
gemm.openmp.papin8kf9o7eh0io1z66,7,1337587,394536,5006,39095,8813,6738,6691,49,23,0,314952,0,627464,0,2440,479765,gemm.openmp.c,128
gemm.openmp.papin8kf9o7eh0io1z66,7,1336901,404896,12222,38928,37720,23770,23818,44,25,0,314952,0,627464,0,2440,479949,gemm.openmp.c,128
gemm.openmp.papin8kf9o7eh0io1z66,8,1127451,372801,10934,33002,7436,25328,25415,43,20,0,265224,0,528392,0,2056,404746,gemm.openmp.c,128
gemm.openmp.papin8kf9o7eh0io1z66,8,1127325,346202,8257,32959,7352,14483,14307,43,19,0,265224,0,528392,0,2056,404693,gemm.openmp.c,128
gemm.openmp.papin8kf9o7eh0io1z66,8,1127423,373738,6935,32988,7522,12494,15815,43,14,0,265224,0,528392,0,2056,404720,gemm.openmp.c,128
gemm.openmp.papin8kf9o7eh0io1z66,8,1127780,351209,6843,33003,7572,6968,6973,43,44,0,265224,0,528392,0,2056,404622,gemm.openmp.c,128
gemm.openmp.papin8kf9o7eh0io1z66,8,1127634,352750,7047,33000,7399,13605,13561,41,19,0,265224,0,528392,0,2056,404767,gemm.openmp.c,128
gemm.openmp.papin8kf9o7eh0io1z66,8,1127696,322739,5493,33014,7507,6950,6880,43,20,0,265224,0,528392,0,2056,404623,gemm.openmp.c,128
gemm.openmp.papin8kf9o7eh0io1z66,8,1126898,336644,6296,33002,7578,8063,7941,43,22,0,265224,0,528392,0,2056,404728,gemm.openmp.c,128
gemm.openmp.papin8kf9o7eh0io1z66,8,1127703,350736,6131,33026,7474,7597,7426,43,17,0,265224,0,528392,0,2056,404729,gemm.openmp.c,128
gemm.openmp.papin8kf9o7eh0io1z66,8,1127983,322577,5607,33015,7547,6290,6226,43,15,0,265224,0,528392,0,2056,404622,gemm.openmp.c,128
gemm.openmp.papin8kf9o7eh0io1z66,8,1127591,322957,6411,33006,7516,7036,7077,43,19,0,265224,0,528392,0,2056,404627,gemm.openmp.c,128
