id,threads,stall_cyc,vec_ops,cyc,source,n
gemm.openmp.papi8punsnydfq4rmw8y,6,520315,2834568,3631596,gemm.openmp.c,256
gemm.openmp.papi8punsnydfq4rmw8y,6,534280,2834568,3651931,gemm.openmp.c,256
gemm.openmp.papi8punsnydfq4rmw8y,6,567839,2834568,3695528,gemm.openmp.c,256
gemm.openmp.papi8punsnydfq4rmw8y,6,511108,2834568,3663814,gemm.openmp.c,256
gemm.openmp.papi8punsnydfq4rmw8y,7,474574,2439048,3192026,gemm.openmp.c,256
gemm.openmp.papi8punsnydfq4rmw8y,7,474550,2439048,3177184,gemm.openmp.c,256
gemm.openmp.papi8punsnydfq4rmw8y,7,457599,2439048,3186633,gemm.openmp.c,256
gemm.openmp.papi8punsnydfq4rmw8y,7,464953,2439048,3153223,gemm.openmp.c,256
gemm.openmp.papi8punsnydfq4rmw8y,7,436394,2439048,3123919,gemm.openmp.c,256
gemm.openmp.papi8punsnydfq4rmw8y,7,440901,2439048,3150821,gemm.openmp.c,256
gemm.openmp.papi8punsnydfq4rmw8y,7,451865,2439048,3180564,gemm.openmp.c,256
gemm.openmp.papi8punsnydfq4rmw8y,7,458455,2439048,3182861,gemm.openmp.c,256
gemm.openmp.papi8punsnydfq4rmw8y,7,471888,2439048,3177389,gemm.openmp.c,256
gemm.openmp.papi8punsnydfq4rmw8y,7,445452,2439048,3138444,gemm.openmp.c,256
gemm.openmp.papi8punsnydfq4rmw8y,8,441392,2109448,2825198,gemm.openmp.c,256
gemm.openmp.papi8punsnydfq4rmw8y,8,410622,2109448,2807774,gemm.openmp.c,256
gemm.openmp.papi8punsnydfq4rmw8y,8,407299,2109448,2780647,gemm.openmp.c,256
gemm.openmp.papi8punsnydfq4rmw8y,8,390629,2109448,2735048,gemm.openmp.c,256
gemm.openmp.papi8punsnydfq4rmw8y,8,417569,2109448,2779140,gemm.openmp.c,256
gemm.openmp.papi8punsnydfq4rmw8y,8,396697,2109448,2742165,gemm.openmp.c,256
gemm.openmp.papi8punsnydfq4rmw8y,8,416757,2109448,2739470,gemm.openmp.c,256
gemm.openmp.papi8punsnydfq4rmw8y,8,400798,2109448,2782055,gemm.openmp.c,256
gemm.openmp.papi8punsnydfq4rmw8y,8,412299,2109448,2790737,gemm.openmp.c,256
gemm.openmp.papi8punsnydfq4rmw8y,8,435898,2109448,2785487,gemm.openmp.c,256
gemm.openmp.papiirs1oe9639m1d6fw,1,21186477,134610952,162426072,gemm.openmp.c,512
gemm.openmp.papiirs1oe9639m1d6fw,1,22475784,134610952,161645258,gemm.openmp.c,512
gemm.openmp.papiirs1oe9639m1d6fw,1,23034099,134610952,162379890,gemm.openmp.c,512
gemm.openmp.papiirs1oe9639m1d6fw,1,24742272,134610952,162516768,gemm.openmp.c,512
gemm.openmp.papiirs1oe9639m1d6fw,1,23079806,134610952,162138008,gemm.openmp.c,512
gemm.openmp.papiirs1oe9639m1d6fw,1,25601581,134610952,162658638,gemm.openmp.c,512
gemm.openmp.papiirs1oe9639m1d6fw,1,29414737,134610952,162376573,gemm.openmp.c,512
gemm.openmp.papiirs1oe9639m1d6fw,1,23237131,134610952,162630298,gemm.openmp.c,512
gemm.openmp.papiirs1oe9639m1d6fw,1,23415975,134610952,162406219,gemm.openmp.c,512
gemm.openmp.papiirs1oe9639m1d6fw,1,25786304,134610952,162377040,gemm.openmp.c,512
gemm.openmp.papiirs1oe9639m1d6fw,2,14941652,67305480,81381484,gemm.openmp.c,512
gemm.openmp.papiirs1oe9639m1d6fw,2,13982349,67305480,81094432,gemm.openmp.c,512
gemm.openmp.papiirs1oe9639m1d6fw,2,11376027,67305480,81273650,gemm.openmp.c,512
gemm.openmp.papiirs1oe9639m1d6fw,2,14101515,67305480,80844451,gemm.openmp.c,512
gemm.openmp.papiirs1oe9639m1d6fw,2,13161907,67305480,81044899,gemm.openmp.c,512
gemm.openmp.papiirs1oe9639m1d6fw,2,11290859,67305480,80866556,gemm.openmp.c,512
gemm.openmp.papiirs1oe9639m1d6fw,2,11126896,67305480,80888437,gemm.openmp.c,512
gemm.openmp.papiirs1oe9639m1d6fw,2,12991738,67305480,81001950,gemm.openmp.c,512
gemm.openmp.papiirs1oe9639m1d6fw,2,11040112,67305480,80806091,gemm.openmp.c,512
gemm.openmp.papiirs1oe9639m1d6fw,2,13145059,67305480,81012019,gemm.openmp.c,512
gemm.openmp.papiirs1oe9639m1d6fw,3,7702517,44957960,56427245,gemm.openmp.c,512
gemm.openmp.papiirs1oe9639m1d6fw,3,7776938,44957960,56092336,gemm.openmp.c,512
gemm.openmp.papiirs1oe9639m1d6fw,3,7600781,44957960,55848225,gemm.openmp.c,512
gemm.openmp.papiirs1oe9639m1d6fw,3,7703316,44957960,55668432,gemm.openmp.c,512
gemm.openmp.papiirs1oe9639m1d6fw,3,7865860,44957960,55961422,gemm.openmp.c,512
gemm.openmp.papiirs1oe9639m1d6fw,3,8200381,44957960,55985050,gemm.openmp.c,512
gemm.openmp.papiirs1oe9639m1d6fw,3,8347642,44957960,55864984,gemm.openmp.c,512
gemm.openmp.papiirs1oe9639m1d6fw,3,8391096,44957960,55894518,gemm.openmp.c,512
gemm.openmp.papiirs1oe9639m1d6fw,3,8545765,44957960,55891509,gemm.openmp.c,512
gemm.openmp.papiirs1oe9639m1d6fw,3,7592826,44957960,55975112,gemm.openmp.c,512
gemm.openmp.papiirs1oe9639m1d6fw,4,6996801,33652744,42016392,gemm.openmp.c,512
gemm.openmp.papiirs1oe9639m1d6fw,4,8514711,33652744,42758516,gemm.openmp.c,512
gemm.openmp.papiirs1oe9639m1d6fw,4,6903625,33652744,41879696,gemm.openmp.c,512
gemm.openmp.papiirs1oe9639m1d6fw,4,6706161,33652744,41748976,gemm.openmp.c,512
gemm.openmp.papiirs1oe9639m1d6fw,4,8144362,33652744,42398437,gemm.openmp.c,512
gemm.openmp.papiirs1oe9639m1d6fw,4,7518998,33652744,42147066,gemm.openmp.c,512
gemm.openmp.papiirs1oe9639m1d6fw,4,8425865,33652744,42115103,gemm.openmp.c,512
gemm.openmp.papiirs1oe9639m1d6fw,4,7803612,33652744,42069911,gemm.openmp.c,512
gemm.openmp.papiirs1oe9639m1d6fw,4,7360965,33652744,41873463,gemm.openmp.c,512
gemm.openmp.papiirs1oe9639m1d6fw,4,7431238,33652744,42342253,gemm.openmp.c,512
gemm.openmp.papiirs1oe9639m1d6fw,5,5730755,27079944,33790599,gemm.openmp.c,512
gemm.openmp.papiirs1oe9639m1d6fw,5,6894976,27079944,34367016,gemm.openmp.c,512
gemm.openmp.papiirs1oe9639m1d6fw,5,6763832,27079944,34057766,gemm.openmp.c,512
gemm.openmp.papiirs1oe9639m1d6fw,5,6181543,27079944,33791677,gemm.openmp.c,512
gemm.openmp.papiirs1oe9639m1d6fw,5,6215656,27079944,33565264,gemm.openmp.c,512
gemm.openmp.papiirs1oe9639m1d6fw,5,5548451,27079944,33471338,gemm.openmp.c,512
gemm.openmp.papiirs1oe9639m1d6fw,5,6321183,27079944,33735384,gemm.openmp.c,512
gemm.openmp.papiirs1oe9639m1d6fw,5,5503845,27079944,33538683,gemm.openmp.c,512
gemm.openmp.papiirs1oe9639m1d6fw,5,6264774,27079944,33832365,gemm.openmp.c,512
gemm.openmp.papiirs1oe9639m1d6fw,5,5474818,27079944,33454040,gemm.openmp.c,512
gemm.openmp.papiirs1oe9639m1d6fw,6,5214787,22610440,28249648,gemm.openmp.c,512
gemm.openmp.papiirs1oe9639m1d6fw,6,5134699,22610440,28168988,gemm.openmp.c,512
gemm.openmp.papiirs1oe9639m1d6fw,6,5211868,22610440,28238203,gemm.openmp.c,512
gemm.openmp.papiirs1oe9639m1d6fw,6,5280972,22610440,27971678,gemm.openmp.c,512
gemm.openmp.papiirs1oe9639m1d6fw,6,4674162,22610440,27983849,gemm.openmp.c,512
gemm.openmp.papiirs1oe9639m1d6fw,6,4655440,22610440,27987705,gemm.openmp.c,512
gemm.openmp.papiirs1oe9639m1d6fw,6,4620504,22610440,27953948,gemm.openmp.c,512
gemm.openmp.papiirs1oe9639m1d6fw,6,4910078,22610440,27896088,gemm.openmp.c,512
gemm.openmp.papiirs1oe9639m1d6fw,6,4554861,22610440,27986033,gemm.openmp.c,512
gemm.openmp.papiirs1oe9639m1d6fw,6,5184553,22610440,28218147,gemm.openmp.c,512
gemm.openmp.papiirs1oe9639m1d6fw,7,4186877,19455496,24159326,gemm.openmp.c,512
gemm.openmp.papiirs1oe9639m1d6fw,7,4037664,19455496,24060333,gemm.openmp.c,512
gemm.openmp.papiirs1oe9639m1d6fw,7,4600176,19455496,24384056,gemm.openmp.c,512
gemm.openmp.papiirs1oe9639m1d6fw,7,4098804,19455496,24134517,gemm.openmp.c,512
gemm.openmp.papiirs1oe9639m1d6fw,7,4591492,19455496,24393819,gemm.openmp.c,512
gemm.openmp.papiirs1oe9639m1d6fw,7,4085097,19455496,24122614,gemm.openmp.c,512
gemm.openmp.papiirs1oe9639m1d6fw,7,4432666,19455496,24013211,gemm.openmp.c,512
gemm.openmp.papiirs1oe9639m1d6fw,7,4123680,19455496,24122787,gemm.openmp.c,512
gemm.openmp.papiirs1oe9639m1d6fw,7,4629540,19455496,24399346,gemm.openmp.c,512
gemm.openmp.papiirs1oe9639m1d6fw,7,4111008,19455496,24216517,gemm.openmp.c,512
gemm.openmp.papiirs1oe9639m1d6fw,8,3972185,16826376,21392945,gemm.openmp.c,512
gemm.openmp.papiirs1oe9639m1d6fw,8,3715783,16826376,21189917,gemm.openmp.c,512
gemm.openmp.papiirs1oe9639m1d6fw,8,3775359,16826376,21195989,gemm.openmp.c,512
gemm.openmp.papiirs1oe9639m1d6fw,8,3717223,16826376,21009713,gemm.openmp.c,512
gemm.openmp.papiirs1oe9639m1d6fw,8,3731589,16826376,21145859,gemm.openmp.c,512
gemm.openmp.papiirs1oe9639m1d6fw,8,3776563,16826376,21081714,gemm.openmp.c,512
gemm.openmp.papiirs1oe9639m1d6fw,8,3665234,16826376,20987296,gemm.openmp.c,512
gemm.openmp.papiirs1oe9639m1d6fw,8,3749354,16826376,21070727,gemm.openmp.c,512
gemm.openmp.papiirs1oe9639m1d6fw,8,3729705,16826376,21384970,gemm.openmp.c,512
gemm.openmp.papiirs1oe9639m1d6fw,8,3739478,16826376,21585658,gemm.openmp.c,512
gemm.openmp.papiuvzz0mxvj7zi0ac7,1,128400,2121736,2424136,gemm.openmp.c,128
gemm.openmp.papiuvzz0mxvj7zi0ac7,1,35562,2121736,2392379,gemm.openmp.c,128
gemm.openmp.papiuvzz0mxvj7zi0ac7,1,18537,2121736,2405861,gemm.openmp.c,128
gemm.openmp.papiuvzz0mxvj7zi0ac7,1,77676,2121736,2436076,gemm.openmp.c,128
gemm.openmp.papiuvzz0mxvj7zi0ac7,1,75940,2121736,2407444,gemm.openmp.c,128
gemm.openmp.papiuvzz0mxvj7zi0ac7,1,14562,2121736,2387570,gemm.openmp.c,128
gemm.openmp.papiuvzz0mxvj7zi0ac7,1,13820,2121736,2390929,gemm.openmp.c,128
gemm.openmp.papiuvzz0mxvj7zi0ac7,1,57302,2121736,2410944,gemm.openmp.c,128
gemm.openmp.papiuvzz0mxvj7zi0ac7,1,58217,2121736,2417913,gemm.openmp.c,128
gemm.openmp.papiuvzz0mxvj7zi0ac7,1,68314,2121736,2418637,gemm.openmp.c,128
gemm.openmp.papiuvzz0mxvj7zi0ac7,2,12831,1060872,1241104,gemm.openmp.c,128
gemm.openmp.papiuvzz0mxvj7zi0ac7,2,33888,1060872,1257590,gemm.openmp.c,128
gemm.openmp.papiuvzz0mxvj7zi0ac7,2,19434,1060872,1221150,gemm.openmp.c,128
gemm.openmp.papiuvzz0mxvj7zi0ac7,2,19946,1060872,1204185,gemm.openmp.c,128
gemm.openmp.papiuvzz0mxvj7zi0ac7,2,30009,1060872,1213579,gemm.openmp.c,128
gemm.openmp.papiuvzz0mxvj7zi0ac7,2,20253,1060872,1211723,gemm.openmp.c,128
gemm.openmp.papiuvzz0mxvj7zi0ac7,2,22697,1060872,1203957,gemm.openmp.c,128
gemm.openmp.papiuvzz0mxvj7zi0ac7,2,27778,1060872,1208361,gemm.openmp.c,128
gemm.openmp.papiuvzz0mxvj7zi0ac7,2,18096,1060872,1241402,gemm.openmp.c,128
gemm.openmp.papiuvzz0mxvj7zi0ac7,2,13287,1060872,1239744,gemm.openmp.c,128
gemm.openmp.papiuvzz0mxvj7zi0ac7,3,14523,712776,825171,gemm.openmp.c,128
gemm.openmp.papiuvzz0mxvj7zi0ac7,3,16263,712776,827763,gemm.openmp.c,128
gemm.openmp.papiuvzz0mxvj7zi0ac7,3,44464,712776,843597,gemm.openmp.c,128
gemm.openmp.papiuvzz0mxvj7zi0ac7,3,10577,712776,817800,gemm.openmp.c,128
gemm.openmp.papiuvzz0mxvj7zi0ac7,3,21863,712776,830621,gemm.openmp.c,128
gemm.openmp.papiuvzz0mxvj7zi0ac7,3,22814,712776,834982,gemm.openmp.c,128
gemm.openmp.papiuvzz0mxvj7zi0ac7,3,42465,712776,871801,gemm.openmp.c,128
gemm.openmp.papiuvzz0mxvj7zi0ac7,3,20909,712776,827068,gemm.openmp.c,128
gemm.openmp.papiuvzz0mxvj7zi0ac7,3,10115,712776,823720,gemm.openmp.c,128
gemm.openmp.papiuvzz0mxvj7zi0ac7,3,16162,712776,831807,gemm.openmp.c,128
gemm.openmp.papiuvzz0mxvj7zi0ac7,4,16698,530440,623108,gemm.openmp.c,128
gemm.openmp.papiuvzz0mxvj7zi0ac7,4,9739,530440,640698,gemm.openmp.c,128
gemm.openmp.papiuvzz0mxvj7zi0ac7,4,22935,530440,615089,gemm.openmp.c,128
gemm.openmp.papiuvzz0mxvj7zi0ac7,4,28828,530440,648851,gemm.openmp.c,128
gemm.openmp.papiuvzz0mxvj7zi0ac7,4,10464,530440,623974,gemm.openmp.c,128
gemm.openmp.papiuvzz0mxvj7zi0ac7,4,15203,530440,642312,gemm.openmp.c,128
gemm.openmp.papiuvzz0mxvj7zi0ac7,4,14944,530440,703263,gemm.openmp.c,128
gemm.openmp.papiuvzz0mxvj7zi0ac7,4,14092,530440,630024,gemm.openmp.c,128
gemm.openmp.papiuvzz0mxvj7zi0ac7,4,10040,530440,614356,gemm.openmp.c,128
gemm.openmp.papiuvzz0mxvj7zi0ac7,4,12203,530440,649151,gemm.openmp.c,128
gemm.openmp.papiuvzz0mxvj7zi0ac7,5,20918,430984,517399,gemm.openmp.c,128
gemm.openmp.papiuvzz0mxvj7zi0ac7,5,11764,430984,501262,gemm.openmp.c,128
gemm.openmp.papiuvzz0mxvj7zi0ac7,5,12574,430984,524470,gemm.openmp.c,128
gemm.openmp.papiuvzz0mxvj7zi0ac7,5,9880,430984,513660,gemm.openmp.c,128
gemm.openmp.papiuvzz0mxvj7zi0ac7,5,8791,430984,510878,gemm.openmp.c,128
gemm.openmp.papiuvzz0mxvj7zi0ac7,5,16591,430984,530119,gemm.openmp.c,128
gemm.openmp.papiuvzz0mxvj7zi0ac7,5,14465,430984,502407,gemm.openmp.c,128
gemm.openmp.papiuvzz0mxvj7zi0ac7,5,16071,430984,522338,gemm.openmp.c,128
gemm.openmp.papiuvzz0mxvj7zi0ac7,5,15160,430984,513651,gemm.openmp.c,128
gemm.openmp.papiuvzz0mxvj7zi0ac7,5,16618,430984,508515,gemm.openmp.c,128
gemm.openmp.papiuvzz0mxvj7zi0ac7,6,11903,364680,428093,gemm.openmp.c,128
gemm.openmp.papiuvzz0mxvj7zi0ac7,6,13845,364680,437969,gemm.openmp.c,128
gemm.openmp.papiuvzz0mxvj7zi0ac7,6,12664,364680,450266,gemm.openmp.c,128
gemm.openmp.papiuvzz0mxvj7zi0ac7,6,8739,364680,434984,gemm.openmp.c,128
gemm.openmp.papiuvzz0mxvj7zi0ac7,6,12649,364680,434886,gemm.openmp.c,128
gemm.openmp.papiuvzz0mxvj7zi0ac7,6,13843,364680,424541,gemm.openmp.c,128
gemm.openmp.papiuvzz0mxvj7zi0ac7,6,12886,364680,434405,gemm.openmp.c,128
gemm.openmp.papiuvzz0mxvj7zi0ac7,6,18144,364680,436918,gemm.openmp.c,128
gemm.openmp.papiuvzz0mxvj7zi0ac7,6,16643,364680,449766,gemm.openmp.c,128
gemm.openmp.papiuvzz0mxvj7zi0ac7,6,15414,364680,437311,gemm.openmp.c,128
gemm.openmp.papiuvzz0mxvj7zi0ac7,7,13111,314952,383875,gemm.openmp.c,128
gemm.openmp.papiuvzz0mxvj7zi0ac7,7,12131,314952,385907,gemm.openmp.c,128
gemm.openmp.papiuvzz0mxvj7zi0ac7,7,9339,314952,417424,gemm.openmp.c,128
gemm.openmp.papiuvzz0mxvj7zi0ac7,7,8197,314952,391167,gemm.openmp.c,128
gemm.openmp.papiuvzz0mxvj7zi0ac7,7,11352,314952,368130,gemm.openmp.c,128
gemm.openmp.papiuvzz0mxvj7zi0ac7,7,11280,314952,381765,gemm.openmp.c,128
gemm.openmp.papiuvzz0mxvj7zi0ac7,7,9349,314952,380556,gemm.openmp.c,128
gemm.openmp.papiuvzz0mxvj7zi0ac7,7,21328,314952,385708,gemm.openmp.c,128
gemm.openmp.papiuvzz0mxvj7zi0ac7,7,8864,314952,379206,gemm.openmp.c,128
gemm.openmp.papiuvzz0mxvj7zi0ac7,7,22467,314952,388254,gemm.openmp.c,128
gemm.openmp.papiuvzz0mxvj7zi0ac7,8,12498,265224,352117,gemm.openmp.c,128
gemm.openmp.papiuvzz0mxvj7zi0ac7,8,9112,265224,345811,gemm.openmp.c,128
gemm.openmp.papiuvzz0mxvj7zi0ac7,8,15077,265224,331367,gemm.openmp.c,128
gemm.openmp.papiuvzz0mxvj7zi0ac7,8,7841,265224,321313,gemm.openmp.c,128
gemm.openmp.papiuvzz0mxvj7zi0ac7,8,17866,265224,338181,gemm.openmp.c,128
gemm.openmp.papiuvzz0mxvj7zi0ac7,8,11031,265224,352402,gemm.openmp.c,128
gemm.openmp.papiuvzz0mxvj7zi0ac7,8,12556,265224,312824,gemm.openmp.c,128
gemm.openmp.papiuvzz0mxvj7zi0ac7,8,7726,265224,331468,gemm.openmp.c,128
gemm.openmp.papiuvzz0mxvj7zi0ac7,8,10987,265224,345651,gemm.openmp.c,128
gemm.openmp.papiuvzz0mxvj7zi0ac7,8,13130,265224,330862,gemm.openmp.c,128
