id,OMP_NUM_THREADS,exec_time
gemm.openmp85fj8tba2fygh27n,8,0.000006
gemm.openmp85fj8tba2fygh27n,8,0.000006
gemm.openmp85fj8tba2fygh27n,8,0.000006
gemm.openmp85fj8tba2fygh27n,8,0.000005
gemm.openmp85fj8tba2fygh27n,8,0.000006
gemm.openmp85fj8tba2fygh27n,9,0.000006
gemm.openmp85fj8tba2fygh27n,9,0.000005
gemm.openmp85fj8tba2fygh27n,9,0.000005
gemm.openmp85fj8tba2fygh27n,9,0.000011
gemm.openmp85fj8tba2fygh27n,9,0.000006
gemm.openmp85fj8tba2fygh27n,10,0.000006
gemm.openmp85fj8tba2fygh27n,10,0.000006
gemm.openmp85fj8tba2fygh27n,10,0.000006
gemm.openmp85fj8tba2fygh27n,10,0.000006
gemm.openmp85fj8tba2fygh27n,10,0.000006
gemm.openmp85fj8tba2fygh27n,11,0.000006
gemm.openmp85fj8tba2fygh27n,11,0.000005
gemm.openmp85fj8tba2fygh27n,11,0.000006
gemm.openmp85fj8tba2fygh27n,11,0.000006
gemm.openmp85fj8tba2fygh27n,11,0.000006
gemm.openmp85fj8tba2fygh27n,12,0.000006
gemm.openmp85fj8tba2fygh27n,12,0.000006
gemm.openmp85fj8tba2fygh27n,12,0.000006
gemm.openmp85fj8tba2fygh27n,12,0.000006
gemm.openmp85fj8tba2fygh27n,12,0.000007
gemm.openmp85fj8tba2fygh27n,13,0.000006
gemm.openmp85fj8tba2fygh27n,13,0.000007
gemm.openmp85fj8tba2fygh27n,13,0.000006
gemm.openmp85fj8tba2fygh27n,13,0.000006
gemm.openmp85fj8tba2fygh27n,13,0.000006
gemm.openmp85fj8tba2fygh27n,14,0.000006
gemm.openmp85fj8tba2fygh27n,14,0.000006
gemm.openmp85fj8tba2fygh27n,14,0.000007
gemm.openmp85fj8tba2fygh27n,14,0.000006
gemm.openmp85fj8tba2fygh27n,14,0.000006
gemm.openmp85fj8tba2fygh27n,15,0.000006
gemm.openmp85fj8tba2fygh27n,15,0.000006
gemm.openmp85fj8tba2fygh27n,15,0.000007
gemm.openmp85fj8tba2fygh27n,15,0.000006
gemm.openmp85fj8tba2fygh27n,15,0.000006
gemm.openmp85fj8tba2fygh27n,16,0.000007
gemm.openmp85fj8tba2fygh27n,16,0.000007
gemm.openmp85fj8tba2fygh27n,16,0.000006
gemm.openmp85fj8tba2fygh27n,16,0.000006
gemm.openmp85fj8tba2fygh27n,16,0.000006
gemm.openmp85fj8tba2fygh27n,17,0.000006
gemm.openmp85fj8tba2fygh27n,17,0.000007
gemm.openmp85fj8tba2fygh27n,17,0.000006
gemm.openmp85fj8tba2fygh27n,17,0.000006
gemm.openmp85fj8tba2fygh27n,17,0.000007
gemm.openmp85fj8tba2fygh27n,18,0.000007
gemm.openmp85fj8tba2fygh27n,18,0.000006
gemm.openmp85fj8tba2fygh27n,18,0.000006
gemm.openmp85fj8tba2fygh27n,18,0.000007
gemm.openmp85fj8tba2fygh27n,18,0.000006
gemm.openmp85fj8tba2fygh27n,19,0.000007
gemm.openmp85fj8tba2fygh27n,19,0.000006
gemm.openmp85fj8tba2fygh27n,19,0.000006
gemm.openmp85fj8tba2fygh27n,19,0.000007
gemm.openmp85fj8tba2fygh27n,19,0.000007
gemm.openmp85fj8tba2fygh27n,20,0.000006
gemm.openmp85fj8tba2fygh27n,20,0.000006
gemm.openmp85fj8tba2fygh27n,20,0.000006
gemm.openmp85fj8tba2fygh27n,20,0.000006
gemm.openmp85fj8tba2fygh27n,20,0.000007
gemm.openmp85fj8tba2fygh27n,21,0.000011
gemm.openmp85fj8tba2fygh27n,21,0.000007
gemm.openmp85fj8tba2fygh27n,21,0.000007
gemm.openmp85fj8tba2fygh27n,21,0.000006
gemm.openmp85fj8tba2fygh27n,21,0.000007
gemm.openmp85fj8tba2fygh27n,22,0.000007
gemm.openmp85fj8tba2fygh27n,22,0.000007
gemm.openmp85fj8tba2fygh27n,22,0.000006
gemm.openmp85fj8tba2fygh27n,22,0.000006
gemm.openmp85fj8tba2fygh27n,22,0.000007
gemm.openmp85fj8tba2fygh27n,23,0.000007
gemm.openmp85fj8tba2fygh27n,23,0.000007
gemm.openmp85fj8tba2fygh27n,23,0.000007
gemm.openmp85fj8tba2fygh27n,23,0.000007
gemm.openmp85fj8tba2fygh27n,23,0.000007
gemm.openmp85fj8tba2fygh27n,24,0.000007
gemm.openmp85fj8tba2fygh27n,24,0.000006
gemm.openmp85fj8tba2fygh27n,24,0.000007
gemm.openmp85fj8tba2fygh27n,24,0.000007
gemm.openmp85fj8tba2fygh27n,24,0.008306
gemm.openmp85fj8tba2fygh27n,25,0.000033
gemm.openmp85fj8tba2fygh27n,25,0.000007
gemm.openmp85fj8tba2fygh27n,25,0.000007
gemm.openmp85fj8tba2fygh27n,25,0.000008
gemm.openmp85fj8tba2fygh27n,25,0.000007
gemm.openmp85fj8tba2fygh27n,26,0.000006
gemm.openmp85fj8tba2fygh27n,26,0.000007
gemm.openmp85fj8tba2fygh27n,26,0.000007
gemm.openmp85fj8tba2fygh27n,26,0.000007
gemm.openmp85fj8tba2fygh27n,26,0.000006
gemm.openmp85fj8tba2fygh27n,27,0.000007
gemm.openmp85fj8tba2fygh27n,27,0.000007
gemm.openmp85fj8tba2fygh27n,27,0.000007
gemm.openmp85fj8tba2fygh27n,27,0.000008
gemm.openmp85fj8tba2fygh27n,27,0.000007
gemm.openmp85fj8tba2fygh27n,28,0.000007
gemm.openmp85fj8tba2fygh27n,28,0.000007
gemm.openmp85fj8tba2fygh27n,28,0.000007
gemm.openmp85fj8tba2fygh27n,28,0.000008
gemm.openmp85fj8tba2fygh27n,28,0.000006
gemm.openmp85fj8tba2fygh27n,29,0.000007
gemm.openmp85fj8tba2fygh27n,29,0.000007
gemm.openmp85fj8tba2fygh27n,29,0.000007
gemm.openmp85fj8tba2fygh27n,29,0.000007
gemm.openmp85fj8tba2fygh27n,29,0.000010
gemm.openmp85fj8tba2fygh27n,30,0.000007
gemm.openmp85fj8tba2fygh27n,30,0.000007
gemm.openmp85fj8tba2fygh27n,30,0.000007
gemm.openmp85fj8tba2fygh27n,30,0.000007
gemm.openmp85fj8tba2fygh27n,30,0.000007
gemm.openmp85fj8tba2fygh27n,31,0.000007
gemm.openmp85fj8tba2fygh27n,31,0.000007
gemm.openmp85fj8tba2fygh27n,31,0.000007
gemm.openmp85fj8tba2fygh27n,31,0.000008
gemm.openmp85fj8tba2fygh27n,31,0.000008
gemm.openmp2au7ihkhmesd691o,1,0.022202
gemm.openmp2au7ihkhmesd691o,1,0.021372
gemm.openmp2au7ihkhmesd691o,1,0.021075
gemm.openmp2au7ihkhmesd691o,1,0.021370
gemm.openmp2au7ihkhmesd691o,1,0.021529
gemm.openmp2au7ihkhmesd691o,2,0.019596
gemm.openmp2au7ihkhmesd691o,2,0.019511
gemm.openmp2au7ihkhmesd691o,2,0.020112
gemm.openmp2au7ihkhmesd691o,2,0.019308
gemm.openmp2au7ihkhmesd691o,2,0.019301
gemm.openmp2au7ihkhmesd691o,3,0.013223
gemm.openmp2au7ihkhmesd691o,3,0.012956
gemm.openmp2au7ihkhmesd691o,3,0.012868
gemm.openmp2au7ihkhmesd691o,3,0.012788
gemm.openmp2au7ihkhmesd691o,3,0.012983
gemm.openmp2au7ihkhmesd691o,4,0.009689
gemm.openmp2au7ihkhmesd691o,4,0.010071
gemm.openmp2au7ihkhmesd691o,4,0.009778
gemm.openmp2au7ihkhmesd691o,4,0.009770
gemm.openmp2au7ihkhmesd691o,4,0.009646
gemm.openmp2au7ihkhmesd691o,5,0.008155
gemm.openmp2au7ihkhmesd691o,5,0.008145
gemm.openmp2au7ihkhmesd691o,5,0.007758
gemm.openmp2au7ihkhmesd691o,5,0.008065
gemm.openmp2au7ihkhmesd691o,5,0.007726
gemm.openmp2au7ihkhmesd691o,6,0.006856
gemm.openmp2au7ihkhmesd691o,6,0.006518
